completed,oid,taxon,mbNumber,guid,CORRECT_taxon,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource,,,,,,,,
x,5965b8c3c80c5ec66f3ad7f4,Porpolomopsis,537677,ADE38BC0-5DCE-4CB7-B41F-1CE1B979B36D,Porpolomopsis,13,Saprotroph-Symbiotroph,Undefined Saprotroph-Undefined Symbiotroph,Highly Probable,Agaricoid,NULL,"Previously classified as Hygrocybe; carbon signature suggests biotrophy with bryophytes, grasses, or understory plants","Seitzman BH, et al. 2011. Mycologia 103:280-290 ((https://doi.org/10.3852/10-195)); Lodge J., et al. 2014. Fungal Diversity 64:1-99 ((https://doi.org/10.1007/s13225-013-0259-0)); Lodge J. 2014. Omphalina 5:2-6 ((https://www.fs.fed.us/nrs/pubs/jrnl/2014/nrs_2014_lodge_001.pdf))",,,,,,,,
,591a92f9791497fd28ec1abb,Aquanectria,810949,65400D4A-F4DA-4B53-9C27-C418D812B74E,Aquanectria,13,Saprotroph,Undefined Saprotroph,Highly Probable,Microfungus,NULL,On decaying leaves submerged in a stream (Lombard et al. 2015),"Lombard L, et al. 2015. Studies in Mycology 80189-245",,,,,,,,
,58fffa44f36d285efe050097,Achroiostachys,815916,1CB3E5EB-CC04-41C5-96E9-F24F9A163EA5,Achroiostachys,13,Saprotroph,Soil Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL,"Saprobic in soil, roots, leaf litter, and dead twig, or isolated from rhizosphere (Lombard et al. 2016)","Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,58fffb8af36d285efe05012e,Achroiostachys aurantispora,815917,C130FC3B-0B2A-4873-86E4-2E139063E993,Achroiostachys aurantispora,20,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic on plant material (Lombard et al. 2016),"Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,58fffbddf36d285efe05015a,Achroiostachys betulicola,815919,BB598F85-BCF5-4E46-944C-53E144FA0128,Achroiostachys betulicola,20,Saprotroph,Soil Saprotroph,Possible,Microfungus,NULL,Isolated from rhizosphere (Lombard et al. 2016),"Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,58fffc7ef36d285efe05016d,Achroiostachys humicola,815920,C6D49AD6-CDFD-4444-880B-486663242C91,Achroiostachys humicola,20,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic in soil (Lombard et al. 2016),"Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,58fffcc9f36d285efe050185,Achroiostachys levigata,815921,60A03288-B5B5-4A67-8443-410C97D30995,Achroiostachys levigata,20,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic in soil (Lombard et al. 2016),"Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,58fffcfdf36d285efe050198,Achroiostachys phyllophila,815922,9E6F23D8-378F-4695-8C35-94456F551027,Achroiostachys phyllophila,20,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic on plant material (Lombard et al. 2016),"Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,58fffd3cf36d285efe0501c5,Achroiostachys saccharicola,815923,555BD734-A2A5-45E4-B84C-4EF876E41C63,Achroiostachys saccharicola,20,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL,Saprobic on plant material - dead twigs (Lombard et al. 2016),"Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,5906b4ef791497fd28ec0c12,Albifimbria,815924,901CAD59-8356-48B7-BEDB-D531A890A9DB,Albifimbria,13,Pathotroph-Saprotroph,Fungal Parasite-Soil Saprotroph-Undefined Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL,"Saprotroph isolated from soil, one specimen revised from one species collected on from basidioma of a resupinate polypore on a dead branch (Lombard L, et al. 2016)","Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,5906b4ef791497fd28ec0c13,Albifimbria terrestris,815926,147AF480-7A2F-4AA0-A795-DE09E1DCF444,Albifimbria terrestris,20,Saprotroph,Soil Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL,"Saprotroph isolated from soil and unknown dead hardwood (Lombard L, et al. 2016)","Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,5906b4ef791497fd28ec0c14,Albifimbria verrucaria,815927,ABDD1FD1-98F9-4654-8293-2228A7052FF0,Albifimbria verrucaria,20,Pathotroph-Saprotroph,Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Probable,Microfungus,NULL,"Saprotroph isolated from cotton material, plant material, soil, and basidioma of a resupinate polypore on a dead branch (Lombard L, et al. 2016)","Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,5906b4ef791497fd28ec0c15,Albifimbria viridis,815928,643C9E61-0A88-485E-9C73-2313A761F0E1,Albifimbria viridis,20,Saprotroph,Soil Saprotroph,Probable,Microfungus,NULL,"Saprotroph isolated from soil (Lombard L, et al. 2016)","Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,5906b4ef791497fd28ec0c18,Alfaria,808923,6F934B6E-3358-4E35-80F4-38A8098FC37C,Alfaria,13,Saprotroph,Soil Saprotroph-Undefined Saprotroph,Highly Probable,Microfungus,NULL,Saprotroph isolated from leaf litter and soil (Lombard et al. 2016),"Lombard L, et al. 2016. Persoonia 36156-246",,,,,,,,
,591a92f9791497fd28ec1ad3,Atractium,7291,CE5DAE12-A0ED-48B1-9209-B219C93058A7,Atractium,13,Saprotroph,Wood Saprotroph,Possible,Yeast,NULL,On wood (Lombard 2015),Lombard L. 2015. Studies in Mycology 80189-245,,,,,,,,
,591a92f9791497fd28ec1ad4,Atractospora,815026,C7F8CFE0-16C3-45A9-ADB1-584F52E97220,Atractospora,13,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,NULL,From submerged wood (Lombard 2015),Lombard L. 2015. Studies in Mycology 80189-245,,,,,,,,
,58f450ef791497fd28ebf63f,Schizostoma,"c(4907, 19306)","C(BCDFCF13-E0EF-4FB3-B3C9-23931C557A66,1CB1CB32-36B9-11D5-9548-00D0592D548C)",Schizostoma,13,Saprotroph,Undefined Saprotroph,Probable,Gasteroid,NULL,NULL,"Long WH, Stouffer DJ. Mycologia 3521-32",,,,,,,,
,5b724a94fb6fc01094bd89f1,Cyphellostereum,17441,1CB1C5C9-36B9-11D5-9548-00D0592D548C,Cyphellostereum,13,Symbiotroph,Lichenized,Possible,Thallus,NULL,NULL,"Luecking R, Timdal E. 2016. Willdenowia 46191-199 ((https://doi.org/10.3372/wi.46.46115))",,,,,,,,
,5965b8c3c80c5ec66f3ad83b,Pezoloma ciliifera,319508,E6F6ECA3-D264-4A37-930E-1ED3B8FBECFE,Pezoloma ciliifera,20,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,NULL,NULL,"M?≠rquez G, et al. 2007. Revista Catalana de Micologia 2961-66",,,,,,,,
,5965b8c3c80c5ec66f3ad7e5,Periconia macrospinosa,289149,1CB1ADC8-36B9-11D5-9548-00D0592D548C,Periconia macrospinosa,20,Symbiotroph,Endophyte,Highly Probable,Microfungus,NULL,"Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010)","Mandyam K, et al. 2010. Mycologia 102813-821; Knapp DG, et al. 2012. PLOS ONE 7e32570",,,,,,,,
,58f450ee791497fd28ebd9a6,Candida,7487,1CB1C562-36B9-11D5-9548-00D0592D548C,Candida,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph,Probable,Dimorphic Yeast,NULL,This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.,"Manolakaki D, et al. 2010. Virulence. 1: 367-375; Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))",,,,,,,,
,5b724980fb6fc01094bd8928,Cornuvesica,28384,1CB1D5FD-36B9-11D5-9548-00D0592D548C,Cornuvesica,13,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Possible,Microfungus,NULL,NULL,"Marincowitz S, et al. 2015. Fungal Biology 119615-630 ((https://doi.org/10.1016/j.funbio.2015.03.007))",,,,,,,,
,58f450ee791497fd28ebd623,Apiospora montagnei,225880,1CB17DD1-36B9-11D5-9548-00D0592D548C,Apiospora montagnei,20,Pathotroph-Saprotroph,Dung Saprotroph-Plant Pathogen,Probable,NULL,NULL,Syn. Arthrinium arundinis; Host-Horederum vulgare; Necrotroph causing kernel blight on barley (Mart??nez-Cano et al. 1992),"Mart??nez-Cano C, et al. 1992. Plant Disease 761077-1077; Bills GF, et al. 2013. Current Opinion in microbiology, 16549-565; The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ee791497fd28ebd68e,Arthrinium arundinis,308985,1CB1AEF9-36B9-11D5-9548-00D0592D548C,Arthrinium arundinis,20,Pathotroph-Saprotroph,Dung Saprotroph-Plant Pathogen,Probable,NULL,NULL,Syn. Apiospora montagnei; Host-Horederum vulgare; Necrotroph causing kernel blight on barley (Mart??nez-Cano et al. 1992),"Mart??nez-Cano C, et al. 1992. Plant Disease 761077-1077; Bills GF, et al. 2013. Current Opinion in microbiology, 16549-565; The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ee791497fd28ebd7e1,Batrachochytrium salamandrivorans,803904,59FD6DC1-8353-453B-91B1-15BF2296A450,Batrachochytrium salamandrivorans,20,Pathotroph,Animal Pathogen,Highly Probable,NULL,NULL,Salamander chytridiomycosis,"Martel A, et al. 2013. PNAS 11015325-15329",,,,,,,,
,58f450ef791497fd28ebee4f,Penicillium crustosum,262401,841E0162-7680-4CD6-B154-79B83F40C845,Penicillium crustosum,20,Symbiotroph,Endophyte,Probable,Microfungus,NULL,Endophyte detection method-culture (Martin et al. 2015),"Martin JA, et al. 2015. European Journal of Plant Pathology 142185-196",,,,,,,,
,58f450ef791497fd28ebfaf6,Trichoderma ghanense,131765,1245EF23-B283-46D0-A2B6-92D284B119A9,Trichoderma ghanense,20,Symbiotroph,Endophyte,Probable,Microfungus,NULL,Endophyte detection method-culture (Martinez-Medina et al. 2014),"Martinez-Medina A, et al. 2014. Journal of Chemical Ecology 40804-815",,,,,,,,
,58f450ef791497fd28ebf109,Pichia membranifaciens,227217,1CB1B63B-36B9-11D5-9548-00D0592D548C,Pichia membranifaciens,20,Pathotroph-Symbiotroph,Epiphyte-Plant Pathogen,Probable,Yeast,NULL,Epiphyte detection method-culture (Masih & Paul 2002);,"Masih EI, Paul B. 2002. Current Microbiology 44391-395; The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ee791497fd28ebe0e4,Encephalographa,1776,1CB1C6F2-36B9-11D5-9548-00D0592D548C,Encephalographa,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,Massalongo A. 1854. Geneacaena Lichenum Noviter Proposita ac Descripta,,,,,,,,
,58f450ef791497fd28ebee5e,Penicillium purpurescens,335761,NA,Penicillium purpurescens,20,Symbiotroph,Endophyte,Probable,Microfungus,NULL,Endophyte detection method-culture (Massimo et al. 2015),"Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))",,,,,,,,
,58f450ef791497fd28ebf388,Pteris vittata,NA,NA,Pteris vittata,20,Symbiotroph,Endophyte,Probable,NULL,NULL,Endophyte detection method-culture (Massimo et al. 2015),"Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))",,,,,,,,
,58f450ef791497fd28ebe661,Inocybaceae,81727,7E59A149-B7F9-4BDE-94F0-8A563E60BABE,Inocybaceae,9,Symbiotroph,Ectomycorrhizal,Probable,Agaricoid,NULL,"Sensu stricto with the exclusion of Crepidotaceae, Tubariaceae, and Chromocyphellaceae; Pharmacology - muscarine, psilocybin, aeruginascen, unclarified alkaloids, or none",Matheny PB. 2009. McIlvainea 18:11-21,,,,,,,,
,58f450ee791497fd28ebd524,Alternaria brassicicola,292407,1CB17D1B-36B9-11D5-9548-00D0592D548C,Alternaria brassicicola,20,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,"Host - Brassica, Rosa; Necrotroph causing leaf spot disease (Maude & HumphersonÉ?êJones 1980)","Maude RB, HumphersonÉ?êJones FM. 1980. Annals of Applied Biology 95311-319.The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ef791497fd28ebe68f,Itersonilia,8644,1CB1C80F-36B9-11D5-9548-00D0592D548C,Itersonilia,13,Pathotroph,Litter Saprotroph-Plant Pathogen,Probable,Yeast-Microfungus,NULL,A dimorphic basidiomycete that has yeast and hyphal phases (McGovern et al. 2006),"McGovern RJ, et al. 2006. Plant Health Progress ((http://doi.org/10.1094/PHP-2006-1018-02-RS)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,5965b8c3c80c5ec66f3ad808,Itersonilia perplexans,287352,1CB18F75-36B9-11D5-9548-00D0592D548C,Itersonilia perplexans,20,Pathotroph-Saprotroph,Litter Saprotroph-Plant Pathogen,Probable,Yeast-Microfungus,NULL,A dimorphic basidiomycete that has yeast and hyphal phases (McGovern et al. 2006); Causes flower or seedling blight in the Asteraceae (McGovern et al. 2006); Found in Fagus leaf litter in central Germany (Purahong et al. 2016),"McGovern RJ, et al. 2006. Plant Health Progress doi10.1094/PHP-2006-1018-02-RS; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))",,,,,,,,
,58f450ee791497fd28ebdbbc,Cladobotryum dendroides,311164,1CB1BADE-36B9-11D5-9548-00D0592D548C,Cladobotryum dendroides,20,Pathotroph,Fungal Parasite,Highly Probable,Microfungus,NULL,Syn. Dactylium dendroides; Cobweb disease of the cultivated mushroom Agaricus bisporus,"McKay GJ, et al. 1999 Applied and Environmental Microbiology 65606-610",,,,,,,,
,58f450ee791497fd28ebdbbe,Cladobotryum mycophilum,311167,AC5239E6-0B27-40A2-BB9B-80EFD986AC9B,Cladobotryum mycophilum,20,Pathotroph,Fungal Parasite,Highly Probable,Microfungus,NULL,Cobweb disease of the cultivated mushroom Agaricus bisporus,"McKay GJ, et al. 1999 Applied and Environmental Microbiology 65606-610",,,,,,,,
,58f450ee791497fd28ebdbbf,Cladobotryum penicillatum,112769,881248F9-687B-4E24-84FB-6C7E4AC52C74,Cladobotryum penicillatum,20,Pathotroph,Fungal Parasite,Highly Probable,Microfungus,NULL,Cobweb disease of the cultivated mushroom Agaricus bisporus,"McKay GJ, et al. 1999 Applied and Environmental Microbiology 65606-610",,,,,,,,
,58f450ee791497fd28ebdbc2,Cladobotryum varium,159799,1CB1B04F-36B9-11D5-9548-00D0592D548C,Cladobotryum varium,20,Pathotroph,Fungal Parasite,Highly Probable,Microfungus,NULL,Cobweb disease of the cultivated mushroom Agaricus bisporus,"McKay GJ, et al. 1999 Applied and Environmental Microbiology 65606-610",,,,,,,,
,58f450ee791497fd28ebdebf,Dactylium dendroides,"c(200007, 200096)","C(1CB1867A-36B9-11D5-9548-00D0592D548C,51D28C3A-BBA2-4F8F-AA95-989CE22D330C)",Dactylium dendroides,20,Pathotroph,Fungal Parasite,Highly Probable,NULL,NULL,Syn. Cladobotryum dendroides; Cobweb disease of the cultivated mushroom Agaricus bisporus,"McKay GJ, et al. 1999 Applied and Environmental Microbiology 65606-610",,,,,,,,
,58f450ee791497fd28ebdbbb,Cladobotryum,7674,1CB182D2-36B9-11D5-9548-00D0592D548C,Cladobotryum,13,Pathotroph,Fungal Parasite,Highly Probable,Microfungus,NULL,An asexual state of Hypomyces,"McKay GJ, et al. 1999 Applied and Environmental Microbiology 65606-610; Samuels GJ. 2007 self-published.",,,,,,,,
,58f450ef791497fd28ebf9a8,Talaromyces flavus,324416,1CB1BA9F-36B9-11D5-9548-00D0592D548C,Talaromyces flavus,20,Symbiotroph,Endophyte,Probable,Microfungus,NULL,Endophyte detection method-culture (McLaren et al. 1994),"McLaren DL, et al. 1994. Plant Disease 78231-235",,,,,,,,
,58f575e2734d1d3b89bb7821,Candida sake,"c(283382, 631813)","C(5D260E14-44CB-424F-840E-A42D71D7F75E,9A901DA7-B580-4609-9BEF-C19BDE71471E)",Candida sake,20,Symbiotroph,Epiphyte,Probable,Dimorphic Yeast,NULL,Epiphyte detection method-culture (Mekbib et al. 2011),"Mekbib SB, et al. 2011. Tropical Plant Pathology 36:233-240 ((https://doi.org/10.1590/S1982-56762011000400004))",,,,,,,,
,58f450ef791497fd28ebfafe,Trichoderma pseudokoningii,340304,1CB1B9A7-36B9-11D5-9548-00D0592D548C,Trichoderma pseudokoningii,20,Symbiotroph,Endophyte,Probable,Microfungus,NULL,Endophyte detection method-culture (Michereff et al. 1995),"Michereff AJ, et al. 1995. Mycopathologia 130103-108",,,,,,,,
,5b4d7895fb6fc07d5ad27a7b,Cairneyella,807149,7D6D3E30-362B-4BE5-BC9A-5B989B8054AB,Cairneyella,13,Symbiotroph,Ericoid Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Midgley D, et al. 2016. Mycorrhiza 26345É??352 ((http://doi.org/10.1007/s00572-016-0683-6))",,,,,,,,
,58f450ee791497fd28ebddd7,Cryphonectria parasitica,312329,68DB87BA-F25C-493D-B5A3-9360DDF4FD2D,Cryphonectria parasitica,20,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,"Syn. Endothia parasitica; Most hypovirulence in the chestnut blight fungus, Cryphonectria parasitica, is associated with infection by fungal viruses in the family Hypoviridae (Milgroom & Cortesi 2004)","Milgroom MG, Cortesi P. 2004. Annual Review of Phytopathology 42311-138;",,,,,,,,
,5a760c33734d1d3bd58c8de4,Endothia parasitica,171207,1CB188C8-36B9-11D5-9548-00D0592D548C,Endothia parasitica,20,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,"Syn. Cryphonectria parasitica; Most hypovirulence in the chestnut blight fungus, Cryphonectria parasitica, is associated with infection by fungal viruses in the family Hypoviridae (Milgroom & Cortesi 2004)","Milgroom MG, Cortesi P. 2004. Annual Review of Phytopathology 42311-138;",,,,,,,,
,58f450ee791497fd28ebddd6,Cryphonectria,1306,1CB1C5A3-36B9-11D5-9548-00D0592D548C,Cryphonectria,13,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL,"Chestnut blight fungus, Cryphonectria parasitica (Milgroom & Cortesi 2004)","Milgroom MG, Cortesi P. 2004. Annual Review of Phytopathology 42311-138; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,5f47d52be7179a2f18dd0f92,Cercophora atropurpurea,484986,2D77CB26-C2DE-45BB-987D-641281ECE05C,Cercophora atropurpurea,20,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,NULL,NULL,"Miller AN, Huhndorf S. 2001. Sydowia 53211-226",,,,,,,,
,5f47d5e5e7179a2f18dd0fb3,Cercophora rugulosa,484987,CD466BA0-28F4-4223-9917-DD1A01182BE0,Cercophora rugulosa,20,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,NULL,NULL,"Miller AN, Huhndorf S. 2001. Sydowia 53211-226",,,,,,,,
,5f47d718e7179a2f18dd0fce,Cercophora striata,310560,C0F5C4A5-7A15-461E-BF59-A6996DE2A47F,Cercophora striata,20,Saprotroph,Wood Saprotroph,Highly Probable,Microfungus,NULL,NULL,"Miller AN, Huhndorf S. 2001. Sydowia 53211-226",,,,,,,,
,58f450ee791497fd28ebe32f,Geomyces panorum,NA,NA,Geomyces panorum,20,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Soil Saprotroph,Possible,Microfungus,NULL,"The genus Geomyces is now restricted to one species Geomyces auratus; however, it is important to note that the majority of species that once comprised this genus, including the White-Nose Bat Syndrome causing Geomyces destructans, are now placed in the genus Pseudogymnoascus (see Minnis & Lindner 2013); The name Geomyces panorum had been widely applied to a number of isolates from cold places, including those found in soil, on living roots, hypersaline lakes, keratinaceous substrates, and skin lesions of animals (perhaps as a weak pathogen); however, the true identity of Geomyces panorum (now Pseudogymnoascus panorum) is not known (pers.Lindner DL)","Minnis AM, Lindner DL. 2013. Fungal Biology 117638-649; Clemmensen KE, et al. 2014. New Phytologist 2051525-1536",,,,,,,,
,58f450ef791497fd28ebf30b,Pseudogymnoascus roseus,276803,1CB1B791-36B9-11D5-9548-00D0592D548C,Pseudogymnoascus roseus,20,Saprotroph,Soil Saprotroph,Probable,NULL,NULL,"Once placed in the genus Geomyces, and likely under a missapplied G. pannorum (see Minnis & Lindner 2013)","Minnis AM, Lindner DL. 2013. Fungal Biology 117638-649; Dalpe Y. 1989. New Phytologist 113523-527",,,,,,,,
,58f450ef791497fd28ebf30a,Pseudogymnoascus destructans,804767,01ACE5DC-83DF-4286-8F6A-F7ACE91DEA08,Pseudogymnoascus destructans,20,Pathotroph,Animal Pathogen,Highly Probable,NULL,NULL,"Causing White-Nose Syndrome in bats; It is important to note Pseudogymnoascus destructans, was once placed in the genus Geomyces as G. destructans (see Minnis & Lindner 2013)","Minnis AM, Lindner DL. 2013. Fungal Biology 117638-649; Fisher MC, et al. 2012. Nature 484186-194",,,,,,,,
,58f450ee791497fd28ebe32d,Geomyces,8323,1CB1C75C-36B9-11D5-9548-00D0592D548C,Geomyces,13,Saprotroph,Soil Saprotroph,Probable,Microfungus,NULL,"This genus is now restricted to one species Geomyces auratus; however, it is important to note that the majority of species that once comprised this genus, including the White-Nose Bat Syndrome causing Geomyces destructans, are now placed in the genus Pseudogymnoascus (see Minnis & Lindner 2013)","Minnis AM, Lindner DL. 2013. Fungal Biology 117638-649; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ef791497fd28ebf309,Pseudogymnoascus,4436,1CB1CAA2-36B9-11D5-9548-00D0592D548C,Pseudogymnoascus,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Soil Saprotroph,Possible,NULL,NULL,"It is important to note that the majority of species that comprise this genus, including the White-Nose Bat Syndrome causing Pseudogymnoascus destructans, were once placed in the genus Geomyces (see Minnis & Lindner 2013),and including Pseudogymnoascus panorum (as Geomyces panorum) that had been widely applied to a number of isolates from cold places, including those found in soil, on living roots, hypersaline lakes, keratinaceous substrates, and skin lesions of animals (perhaps as a weak pathogen); however, the true identity of Geomyces panorum (now Pseudogymnoascus panorum) is not known (pers.Lindner DL)","Minnis AM, Lindner DL. 2013. Fungal Biology 117638-649; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
